filename,filepath,age,gender,race,label,label_name
8_1_2_20170109203456419.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/8_1_2_20170109203456419.jpg.chip.jpg,8,1,2,0,under18
30_1_0_20170104170158777.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/30_1_0_20170104170158777.jpg.chip.jpg,30,1,0,1,adult
4_1_2_20161219163346526.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/4_1_2_20161219163346526.jpg.chip.jpg,4,1,2,0,under18
76_0_2_20170112205407108.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/76_0_2_20170112205407108.jpg.chip.jpg,76,0,2,1,adult
28_1_0_20170108224157680.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/28_1_0_20170108224157680.jpg.chip.jpg,28,1,0,1,adult
24_0_0_20170117145308498.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/24_0_0_20170117145308498.jpg.chip.jpg,24,0,0,1,adult
90_0_0_20170111210220723.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/90_0_0_20170111210220723.jpg.chip.jpg,90,0,0,1,adult
1_1_0_20170109190542206.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_0_20170109190542206.jpg.chip.jpg,1,1,0,0,under18
8_0_0_20170110222913531.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/8_0_0_20170110222913531.jpg.chip.jpg,8,0,0,0,under18
28_0_4_20170103235541444.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/28_0_4_20170103235541444.jpg.chip.jpg,28,0,4,1,adult
60_1_0_20170110125212119.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/60_1_0_20170110125212119.jpg.chip.jpg,60,1,0,1,adult
35_1_0_20170103230424865.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/35_1_0_20170103230424865.jpg.chip.jpg,35,1,0,1,adult
7_0_0_20170110215711115.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/7_0_0_20170110215711115.jpg.chip.jpg,7,0,0,0,under18
24_0_2_20170116164343289.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/24_0_2_20170116164343289.jpg.chip.jpg,24,0,2,1,adult
3_0_3_20161220145012367.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/3_0_3_20161220145012367.jpg.chip.jpg,3,0,3,0,under18
2_0_3_20161219230609241.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/2_0_3_20161219230609241.jpg.chip.jpg,2,0,3,0,under18
18_1_0_20170109214610454.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/18_1_0_20170109214610454.jpg.chip.jpg,18,1,0,1,adult
40_0_1_20170117173250993.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/40_0_1_20170117173250993.jpg.chip.jpg,40,0,1,1,adult
65_1_0_20170110125535454.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/65_1_0_20170110125535454.jpg.chip.jpg,65,1,0,1,adult
85_1_0_20170110181632797.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/85_1_0_20170110181632797.jpg.chip.jpg,85,1,0,1,adult
1_0_2_20161219204012884.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_0_2_20161219204012884.jpg.chip.jpg,1,0,2,0,under18
73_1_0_20170110125254674.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/73_1_0_20170110125254674.jpg.chip.jpg,73,1,0,1,adult
30_1_3_20170104232539161.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/30_1_3_20170104232539161.jpg.chip.jpg,30,1,3,1,adult
38_1_0_20170109221205343.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/38_1_0_20170109221205343.jpg.chip.jpg,38,1,0,1,adult
2_1_2_20161219151851452.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_1_2_20161219151851452.jpg.chip.jpg,2,1,2,0,under18
2_1_2_20161219195509211.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_1_2_20161219195509211.jpg.chip.jpg,2,1,2,0,under18
3_0_4_20161221200453808.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/3_0_4_20161221200453808.jpg.chip.jpg,3,0,4,0,under18
58_0_4_20170117204717713.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/58_0_4_20170117204717713.jpg.chip.jpg,58,0,4,1,adult
5_1_2_20161219191310882.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/5_1_2_20161219191310882.jpg.chip.jpg,5,1,2,0,under18
2_1_3_20161219204319508.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_1_3_20161219204319508.jpg.chip.jpg,2,1,3,0,under18
2_1_2_20161219204046924.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/2_1_2_20161219204046924.jpg.chip.jpg,2,1,2,0,under18
11_1_3_20170104223632543.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/11_1_3_20170104223632543.jpg.chip.jpg,11,1,3,0,under18
85_0_0_20170111210736421.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/85_0_0_20170111210736421.jpg.chip.jpg,85,0,0,1,adult
1_1_3_20161220143222430.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_3_20161220143222430.jpg.chip.jpg,1,1,3,0,under18
62_1_1_20170113001915427.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/62_1_1_20170113001915427.jpg.chip.jpg,62,1,1,1,adult
26_1_3_20170109140221559.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/26_1_3_20170109140221559.jpg.chip.jpg,26,1,3,1,adult
1_0_3_20161219224544080.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_3_20161219224544080.jpg.chip.jpg,1,0,3,0,under18
5_1_1_20170117192704482.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/5_1_1_20170117192704482.jpg.chip.jpg,5,1,1,0,under18
16_0_0_20170103201044224.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/16_0_0_20170103201044224.jpg.chip.jpg,16,0,0,0,under18
7_0_0_20170110225222391.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/7_0_0_20170110225222391.jpg.chip.jpg,7,0,0,0,under18
14_0_0_20170110232124117.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/14_0_0_20170110232124117.jpg.chip.jpg,14,0,0,0,under18
11_1_4_20161223225953124.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/11_1_4_20161223225953124.jpg.chip.jpg,11,1,4,0,under18
6_1_2_20161219192319650.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/6_1_2_20161219192319650.jpg.chip.jpg,6,1,2,0,under18
3_1_2_20161219192119762.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/3_1_2_20161219192119762.jpg.chip.jpg,3,1,2,0,under18
27_0_0_20170104172424772.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/27_0_0_20170104172424772.jpg.chip.jpg,27,0,0,1,adult
2_1_2_20161219142349633.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/2_1_2_20161219142349633.jpg.chip.jpg,2,1,2,0,under18
21_0_0_20170117141435314.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/21_0_0_20170117141435314.jpg.chip.jpg,21,0,0,1,adult
4_1_4_20161221193328366.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/4_1_4_20161221193328366.jpg.chip.jpg,4,1,4,0,under18
27_0_3_20170119193231250.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/27_0_3_20170119193231250.jpg.chip.jpg,27,0,3,1,adult
6_1_0_20170104005551551.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/6_1_0_20170104005551551.jpg.chip.jpg,6,1,0,0,under18
24_1_1_20170112204854107.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/24_1_1_20170112204854107.jpg.chip.jpg,24,1,1,1,adult
1_0_0_20170110212758683.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_0_0_20170110212758683.jpg.chip.jpg,1,0,0,0,under18
55_0_1_20170117173626521.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/55_0_1_20170117173626521.jpg.chip.jpg,55,0,1,1,adult
9_0_0_20170110221724498.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/9_0_0_20170110221724498.jpg.chip.jpg,9,0,0,0,under18
28_0_3_20170104220237582.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/28_0_3_20170104220237582.jpg.chip.jpg,28,0,3,1,adult
1_0_2_20161219162118102.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_0_2_20161219162118102.jpg.chip.jpg,1,0,2,0,under18
9_1_0_20170104013159819.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/9_1_0_20170104013159819.jpg.chip.jpg,9,1,0,0,under18
1_1_2_20161219155627605.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_1_2_20161219155627605.jpg.chip.jpg,1,1,2,0,under18
87_0_0_20170110183538244.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/87_0_0_20170110183538244.jpg.chip.jpg,87,0,0,1,adult
16_1_0_20170109213456322.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/16_1_0_20170109213456322.jpg.chip.jpg,16,1,0,0,under18
30_1_0_20170117171346533.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/30_1_0_20170117171346533.jpg.chip.jpg,30,1,0,1,adult
2_0_0_20170110213227212.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_0_0_20170110213227212.jpg.chip.jpg,2,0,0,0,under18
2_1_2_20161219195825228.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_1_2_20161219195825228.jpg.chip.jpg,2,1,2,0,under18
4_1_0_20170119144520789.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/4_1_0_20170119144520789.jpg.chip.jpg,4,1,0,0,under18
3_0_4_20161221193723542.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/3_0_4_20161221193723542.jpg.chip.jpg,3,0,4,0,under18
35_1_1_20170109132740903.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/35_1_1_20170109132740903.jpg.chip.jpg,35,1,1,1,adult
16_1_4_20170103201023166.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/16_1_4_20170103201023166.jpg.chip.jpg,16,1,4,0,under18
12_0_0_20170110224804208.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/12_0_0_20170110224804208.jpg.chip.jpg,12,0,0,0,under18
14_0_0_2017011022340900.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/14_0_0_2017011022340900.jpg.chip.jpg,14,0,0,0,under18
5_0_2_20161219162450614.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/5_0_2_20161219162450614.jpg.chip.jpg,5,0,2,0,under18
16_0_0_20170110231815815.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/16_0_0_20170110231815815.jpg.chip.jpg,16,0,0,0,under18
16_0_0_20170110232450588.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/16_0_0_20170110232450588.jpg.chip.jpg,16,0,0,0,under18
1_0_2_20161219204024196.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_2_20161219204024196.jpg.chip.jpg,1,0,2,0,under18
24_1_2_20170116174421540.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/24_1_2_20170116174421540.jpg.chip.jpg,24,1,2,1,adult
23_1_0_20170116221713318.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/23_1_0_20170116221713318.jpg.chip.jpg,23,1,0,1,adult
21_0_0_20170104230101545.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/21_0_0_20170104230101545.jpg.chip.jpg,21,0,0,1,adult
4_0_0_20170110213307248.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/4_0_0_20170110213307248.jpg.chip.jpg,4,0,0,0,under18
43_0_0_20170117185856051.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/43_0_0_20170117185856051.jpg.chip.jpg,43,0,0,1,adult
49_1_0_20170104183921310.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/49_1_0_20170104183921310.jpg.chip.jpg,49,1,0,1,adult
16_1_0_20170109214342165.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/16_1_0_20170109214342165.jpg.chip.jpg,16,1,0,0,under18
58_0_0_20170109013758613.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/58_0_0_20170109013758613.jpg.chip.jpg,58,0,0,1,adult
45_0_0_20170117172543924.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/45_0_0_20170117172543924.jpg.chip.jpg,45,0,0,1,adult
25_1_2_20170104200556817.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/25_1_2_20170104200556817.jpg.chip.jpg,25,1,2,1,adult
33_1_3_20170104223525079.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/33_1_3_20170104223525079.jpg.chip.jpg,33,1,3,1,adult
3_0_0_20170110212934843.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/3_0_0_20170110212934843.jpg.chip.jpg,3,0,0,0,under18
25_1_3_20170104232049890.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/25_1_3_20170104232049890.jpg.chip.jpg,25,1,3,1,adult
4_0_2_20161219211434893.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/4_0_2_20161219211434893.jpg.chip.jpg,4,0,2,0,under18
3_1_2_20161219212345318.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/3_1_2_20161219212345318.jpg.chip.jpg,3,1,2,0,under18
1_1_1_20170109194534193.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_1_20170109194534193.jpg.chip.jpg,1,1,1,0,under18
22_1_2_20170104021444541.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/22_1_2_20170104021444541.jpg.chip.jpg,22,1,2,1,adult
4_1_2_20161219141808855.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/4_1_2_20161219141808855.jpg.chip.jpg,4,1,2,0,under18
2_1_0_20161219154458917.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/2_1_0_20161219154458917.jpg.chip.jpg,2,1,0,0,under18
45_1_2_20170107211934472.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/45_1_2_20170107211934472.jpg.chip.jpg,45,1,2,1,adult
1_1_1_20170109191243420.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_1_20170109191243420.jpg.chip.jpg,1,1,1,0,under18
7_0_0_20170110225232046.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/7_0_0_20170110225232046.jpg.chip.jpg,7,0,0,0,under18
4_1_2_20161219195305787.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/4_1_2_20161219195305787.jpg.chip.jpg,4,1,2,0,under18
26_1_1_20170116170901103.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/26_1_1_20170116170901103.jpg.chip.jpg,26,1,1,1,adult
1_1_2_20161219203318222.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_2_20161219203318222.jpg.chip.jpg,1,1,2,0,under18
14_1_0_20170109203330417.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/14_1_0_20170109203330417.jpg.chip.jpg,14,1,0,0,under18
35_1_0_20170116201420399.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/35_1_0_20170116201420399.jpg.chip.jpg,35,1,0,1,adult
1_0_0_20170110213438385.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_0_20170110213438385.jpg.chip.jpg,1,0,0,0,under18
30_0_1_20170117191447948.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/30_0_1_20170117191447948.jpg.chip.jpg,30,0,1,1,adult
2_1_3_20161219225310256.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_1_3_20161219225310256.jpg.chip.jpg,2,1,3,0,under18
10_1_0_20170109205134282.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/10_1_0_20170109205134282.jpg.chip.jpg,10,1,0,0,under18
15_1_3_20170104221725742.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/15_1_3_20170104221725742.jpg.chip.jpg,15,1,3,0,under18
60_0_0_20170104213108966.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/60_0_0_20170104213108966.jpg.chip.jpg,60,0,0,1,adult
23_1_0_20170116211903141.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/23_1_0_20170116211903141.jpg.chip.jpg,23,1,0,1,adult
18_1_3_20170109213214718.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/18_1_3_20170109213214718.jpg.chip.jpg,18,1,3,1,adult
2_0_0_20170110212802305.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_0_0_20170110212802305.jpg.chip.jpg,2,0,0,0,under18
85_1_0_20170110155144403.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/85_1_0_20170110155144403.jpg.chip.jpg,85,1,0,1,adult
17_1_1_20170112231332486.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/17_1_1_20170112231332486.jpg.chip.jpg,17,1,1,0,under18
8_1_3_20161220222610115.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/8_1_3_20161220222610115.jpg.chip.jpg,8,1,3,0,under18
1_0_0_20170109194232519.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_0_20170109194232519.jpg.chip.jpg,1,0,0,0,under18
21_1_4_20170103233920299.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/21_1_4_20170103233920299.jpg.chip.jpg,21,1,4,1,adult
3_0_0_20170110213445289.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/3_0_0_20170110213445289.jpg.chip.jpg,3,0,0,0,under18
2_0_2_20170110212538628.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_0_2_20170110212538628.jpg.chip.jpg,2,0,2,0,under18
21_1_2_20170104020048292.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/21_1_2_20170104020048292.jpg.chip.jpg,21,1,2,1,adult
4_1_4_20170109191223274.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/4_1_4_20170109191223274.jpg.chip.jpg,4,1,4,0,under18
2_0_3_20161220145331495.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/2_0_3_20161220145331495.jpg.chip.jpg,2,0,3,0,under18
9_0_0_20170110220700428.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/9_0_0_20170110220700428.jpg.chip.jpg,9,0,0,0,under18
32_0_3_20170120221502100.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/32_0_3_20170120221502100.jpg.chip.jpg,32,0,3,1,adult
25_1_0_20170117143946804.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/25_1_0_20170117143946804.jpg.chip.jpg,25,1,0,1,adult
1_1_3_20161220145232550.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_3_20161220145232550.jpg.chip.jpg,1,1,3,0,under18
5_0_0_20170110215706020.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/5_0_0_20170110215706020.jpg.chip.jpg,5,0,0,0,under18
22_0_1_20170117020724763.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/22_0_1_20170117020724763.jpg.chip.jpg,22,0,1,1,adult
22_1_3_20170117143722451.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/22_1_3_20170117143722451.jpg.chip.jpg,22,1,3,1,adult
1_1_1_20170109194545320.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_1_1_20170109194545320.jpg.chip.jpg,1,1,1,0,under18
69_1_0_20170110151454373.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/69_1_0_20170110151454373.jpg.chip.jpg,69,1,0,1,adult
28_1_0_20170112235158504.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/28_1_0_20170112235158504.jpg.chip.jpg,28,1,0,1,adult
38_0_1_20170113135348090.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/38_0_1_20170113135348090.jpg.chip.jpg,38,0,1,1,adult
16_1_0_20170117193255060.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/16_1_0_20170117193255060.jpg.chip.jpg,16,1,0,0,under18
24_1_2_20170116174428658.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/24_1_2_20170116174428658.jpg.chip.jpg,24,1,2,1,adult
22_1_3_20170105002128188.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/22_1_3_20170105002128188.jpg.chip.jpg,22,1,3,1,adult
4_1_2_20161219160314709.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/4_1_2_20161219160314709.jpg.chip.jpg,4,1,2,0,under18
14_0_0_20170110225725643.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/14_0_0_20170110225725643.jpg.chip.jpg,14,0,0,0,under18
1_0_3_20161220223250813.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_3_20161220223250813.jpg.chip.jpg,1,0,3,0,under18
53_0_4_20170104184621374.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/53_0_4_20170104184621374.jpg.chip.jpg,53,0,4,1,adult
40_0_2_20170113190355448.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/40_0_2_20170113190355448.jpg.chip.jpg,40,0,2,1,adult
35_0_0_20170120220720314.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/35_0_0_20170120220720314.jpg.chip.jpg,35,0,0,1,adult
23_1_0_20170117144822363.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/23_1_0_20170117144822363.jpg.chip.jpg,23,1,0,1,adult
1_0_2_20161219142452152.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/1_0_2_20161219142452152.jpg.chip.jpg,1,0,2,0,under18
62_1_0_20170110122436007.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/62_1_0_20170110122436007.jpg.chip.jpg,62,1,0,1,adult
70_0_2_20161219160529735.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/70_0_2_20161219160529735.jpg.chip.jpg,70,0,2,1,adult
44_0_0_20170113210319338.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/44_0_0_20170113210319338.jpg.chip.jpg,44,0,0,1,adult
35_0_1_20170113141713475.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/35_0_1_20170113141713475.jpg.chip.jpg,35,0,1,1,adult
39_0_3_20170119203757237.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/39_0_3_20170119203757237.jpg.chip.jpg,39,0,3,1,adult
17_1_3_20170104222038870.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/17_1_3_20170104222038870.jpg.chip.jpg,17,1,3,0,under18
1_0_3_20161219225846512.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/1_0_3_20161219225846512.jpg.chip.jpg,1,0,3,0,under18
12_1_0_20170109204431716.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/12_1_0_20170109204431716.jpg.chip.jpg,12,1,0,0,under18
35_0_1_20170109001203061.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/35_0_1_20170109001203061.jpg.chip.jpg,35,0,1,1,adult
24_0_4_20170103210052027.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/24_0_4_20170103210052027.jpg.chip.jpg,24,0,4,1,adult
17_0_0_20170110231233724.jpg.chip.jpg,/kaggle/input/utkface-new/UTKFace/17_0_0_20170110231233724.jpg.chip.jpg,17,0,0,0,under18
5_1_2_20161219151522483.jpg.chip.jpg,/kaggle/input/utkface-new/crop_part1/5_1_2_20161219151522483.jpg.chip.jpg,5,1,2,0,under18
